reseña,oraciones_tokenizadas,rating,cluster
La cantidad que pagué por la tableta vale la pena en oferta.,['la cantidad que pagué por la tableta vale la pena en oferta .'],3.0,1
Altavoz dependiente de la cuenta de Amazon con sonido decente,['altavoz dependiente de la cuenta de amazon con sonido decente'],3.0,0
"Compré esto esperando la misma calidad que recibí en los 3 Kindle anteriores que compré. Estoy decepcionado. me gusta el precio La pantalla de inicio es solo todas las aplicaciones justo en tu cara, no solo las que quieres, como en la versión anterior de Kindle Fire. Lo uso principalmente para leer libros, y hasta ahora no estoy satisfecho. Es genial pasar a la página siguiente, pero cuando quiero ir a la configuración o a otra cosa mientras leo, me resulta difícil abrirlo. En cambio, la página simplemente pasa y cuando finalmente llego a la configuración del libro, ¡perdí mi lugar! Descargué la aplicación de Facebook y es muy lenta. Tal vez sea la forma de Amazon de decirme que es lo que obtengo por $ 50, pero vamos. A veces me gusta usar el kindle para buscar en la web y eso también es lento. Lo comparé con mi versión anterior y hay una diferencia notable en la velocidad. Sé que hay otras herramientas geniales para el usuario, pero yo las uso principalmente para leer y revisar Facebook y tal vez Pinterest. Tiene un buen precio si lo quieres para niños, es fácil de usar y mis hijos ya han descubierto todas las opciones. Lo recomendaría para niños o para personas que no tienen conocimientos tecnológicos.","['compré esto esperando la misma calidad que recibí en los tres kindle anteriores que compré . estoy decepcionado . me gusta el precio la pantalla de inicio es solo todas las aplicaciones justo en tu cara , no solo las que quieres , como en la versión anterior de kindle fire . lo uso principalmente para leer libros , y hasta ahora no estoy satisfecho . es genial pasar a la página siguiente , pero cuando quiero ir a la configuración o a otra cosa mientras leo , me resulta difícil abrirlo . en cambio , la página simplemente pasa y cuando finalmente llego a la configuración del libro , perdí mi lugar ! descargué la aplicación de facebook y es muy lenta . tal vez sea la forma de amazon de decirme que es lo que obtengo por $ cincuenta , pero vamos . a veces me gusta usar el kindle para buscar en la web y eso también es lento . lo comparé con mi versión anterior y hay una diferencia notable en la velocidad . sé que hay otras herramientas geniales para el usuario , pero yo las uso principalmente para leer y revisar facebook y tal vez pinterest . tiene un buen precio si lo quieres para niños , es fácil de usar y mis hijos ya han descubierto todas las opciones . lo recomendaría para niños o para personas que no tienen conocimientos tecnológicos .']",3.0,1
"Bueno para los pequeños para juegos y películas, la imagen no es tan clara pero no es cara.","['bueno para los pequeños para juegos y películas , la imagen no es tan clara pero no es cara .']",3.0,0
"Funciona bien, no se apaga correctamente. Amazon notificado intentó arreglarlo por teléfono. Querían reemplazarlo pero dije que aguantaría un apagado ""duro""","['funciona bien , no se apaga correctamente . amazon notificado intentó arreglarlo por teléfono . querían reemplazarlo pero dije que aguantaría un apagado "" duro ""']",3.0,1
"Intenté darle una oportunidad a esto porque soy miembro de Amazon Prime, pero en comparación con mi Apple TV de cuarta generación, se queda muy corto. Realmente solo desearía que Amazon desarrollara la aplicación para tvOS.","['intenté darle una oportunidad a esto porque soy miembro de amazon prime , pero en comparación con mi apple tv de cuarta generación , se queda muy corto . realmente solo desearía que amazon desarrollara la aplicación para tvos .']",3.0,1
reemplazo de la tableta de pantalla rota en la tableta de su nieto... está feliz,['reemplazo de la tableta de pantalla rota en la tableta de su nieto ... está feliz'],3.0,0
Regalo de Navidad para 8 años. Terminó regresando. demasiado lento y sin suficiente contenido para nuestro hijo de 8 años. Niños... Gran protección de 2 años aunque,['regalo de navidad para ocho años . terminó regresando . demasiado lento y sin suficiente contenido para nuestro hijo de ocho años . niños ... gran protección de dos años aunque'],3.0,1
"En este punto de precio es muy bueno. Pero después de haber usado ipad, la pantalla no se ve nítida. La tienda de aplicaciones de Amazon carece de contenido. En general bueno para mi hijo de 9 años.","['en este punto de precio es muy bueno . pero después de haber usado ipad , la pantalla no se ve nítida . la tienda de aplicaciones de amazon carece de contenido . en general bueno para mi hijo de nueve años .']",3.0,1
Hay algunas cosas que no puedo descargar. Pero bueno.,['hay algunas cosas que no puedo descargar . pero bueno .'],3.0,1
"Como tableta de inicio para un niño, es excelente porque ofrece todo lo que ofrecen las tabletas más caras y es muy asequible. No recomendaría esto como una tableta de servicio completo debido a su velocidad","['como tableta de inicio para un niño , es excelente porque ofrece todo lo que ofrecen las tabletas más caras y es muy asequible . no recomendaría esto como una tableta de servicio completo debido a su velocidad']",3.0,0
buen producto pero muy difícil de personalizar como androides reales. No se puede instalar firefox u otro software que Amazon considere una competencia... lástima,['buen producto pero muy difícil de personalizar como androides reales . no se puede instalar firefox u otro software que amazon considere una competencia ... lástima'],3.0,0
No pude descargar las aplicaciones que necesitaba para controlar mis televisores,['no pude descargar las aplicaciones que necesitaba para controlar mis televisores'],3.0,0
"La tableta de Amazon tiene un precio increíble. Sin embargo, la tableta debe reiniciarse constantemente para encontrar una conexión WiFi.","['la tableta de amazon tiene un precio increíble . sin embargo , la tableta debe reiniciarse constantemente para encontrar una conexión wifi .']",3.0,0
"Oye, hombre, que era la única forma de obtener la última versión de este mensaje hace unos días, tiene mucho más que solo ahora.","['oye , hombre , que era la única forma de obtener la última versión de este mensaje hace unos días , tiene mucho más que solo ahora .']",3.0,1
"Realmente me gustan las características, el tamaño y el precio, ¡pero me decepcionó un poco la falta de velocidad!","['realmente me gustan las características , el tamaño y el precio , pero me decepcionó un poco la falta de velocidad !']",3.0,1
"Construido sólidamente. Muy lento. Compré esto para mis hijos, pero no puedo descargar YouTube para niños en él.","['construido sólidamente . muy lento . compré esto para mis hijos , pero no puedo descargar youtube para niños en él .']",3.0,0
La unidad funciona bien y te entiende fácilmente. Simplemente no estoy seguro de cuánto puede hacer realmente. La calidad de la música es de grado medio en comparación con otros altavoces.,['la unidad funciona bien y te entiende fácilmente . simplemente no estoy seguro de cuánto puede hacer realmente . la calidad de la música es de grado medio en comparación con otros altavoces .'],3.0,0
Este fue un reemplazo para mi hijo que se rompió el kindle original. Le gusta mucho. Ojalá pudiéramos descubrir cómo pasar todo el contenido antiguo que habíamos comprado del antiguo al nuevo.,['este fue un reemplazo para mi hijo que se rompió el kindle original . le gusta mucho . ojalá pudiéramos descubrir cómo pasar todo el contenido antiguo que habíamos comprado del antiguo al nuevo .'],3.0,1
NUNCA PODÍA OBTENERLO PARA ENVIAR PLAY MUSIC DESDE LA APLICACIÓN DE MI IPHONE. SOLO REPRODUCIRÍA MUESTRAS DE MÚSICA DE AMAZON.,['nunca podía obtenerlo para enviar play music desde la aplicación de mi iphone . solo reproduciría muestras de música de amazon .'],3.0,0
Es una tableta para principiantes. Interfaz no tan buena. Prefiero una tableta de mayor tamaño,['es una tableta para principiantes . interfaz no tan buena . prefiero una tableta de mayor tamaño'],3.0,0
"El Kindle es una excelente tableta para tareas y juegos menores o para un niño. No hace mucho que lo tengo, pero puedo usarlo para lo que lo compré, libros electrónicos para la escuela.","['el kindle es una excelente tableta para tareas y juegos menores o para un niño . no hace mucho que lo tengo , pero puedo usarlo para lo que lo compré , libros electrónicos para la escuela .']",3.0,0
Nada especial solo está bien,['nada especial solo está bien'],3.0,0
"Tengo tanto a Echo como a Dot. Unas 5 veces al día pierdo la conectividad. Trabajé con soporte técnico 3 veces. Ahora, sugieren que tengo que ajustar la configuración del enrutador Motorola para que el enrutador sea compatible. ¡Más tiempo!.","['tengo tanto a echo como a dot . unas cinco veces al día pierdo la conectividad . trabajé con soporte técnico tres veces . ahora , sugieren que tengo que ajustar la configuración del enrutador motorola para que el enrutador sea compatible . más tiempo ! .']",3.0,1
"La idea es correcta, pero después de algunas semanas, necesita reiniciarse, de lo contrario no responde correctamente. Los dispositivos compatibles se emparejan correctamente. Usé bombillas lifx pero no pude controlarlas con la voz dice que no se encontró ningún dispositivo. Esperemos que lancen una actualización de software pronto.","['la idea es correcta , pero después de algunas semanas , necesita reiniciarse , de lo contrario no responde correctamente . los dispositivos compatibles se emparejan correctamente . usé bombillas lifx pero no pude controlarlas con la voz dice que no se encontró ningún dispositivo . esperemos que lancen una actualización de software pronto .']",3.0,1
"Tomó un tiempo configurarlo todo. Después de configurarlo todo, fue divertido jugar con él por un tiempo, de lo que estuvo bien. Tiene que tener la redacción correcta para escuchar estaciones de radio o le dice que no puede encontrarlo o reproduce algo totalmente diferente.","['tomó un tiempo configurarlo todo . después de configurarlo todo , fue divertido jugar con él por un tiempo , de lo que estuvo bien . tiene que tener la redacción correcta para escuchar estaciones de radio o le dice que no puede encontrarlo o reproduce algo totalmente diferente .']",3.0,1
"Me gustan algunas cosas de esto, pero sigo creyendo que cuesta mucho","['me gustan algunas cosas de esto , pero sigo creyendo que cuesta mucho']",3.0,1
"Me gusta esta tableta. Tuve un rincón, el fuego tiene más memoria, una pantalla más grande y un precio más bajo. ¿La baja? El Amazon Fire es tan ridículamente patentado que no puedo ver ninguna de mis películas desde mi rincón. Esto se está convirtiendo en estándar de la industria. Demasiado.","['me gusta esta tableta . tuve un rincón , el fuego tiene más memoria , una pantalla más grande y un precio más bajo . ¿ la baja ? el amazon fire es tan ridículamente patentado que no puedo ver ninguna de mis películas desde mi rincón . esto se está convirtiendo en estándar de la industria . demasiado .']",3.0,1
No estaba realmente impresionado. El control remoto se rompió a la hora de usarlo y tuve que devolverlo.,['no estaba realmente impresionado . el control remoto se rompió a la hora de usarlo y tuve que devolverlo .'],3.0,1
"Compré esto para nuestra ahijada y aunque el precio es increíble y la tableta es aceptable para un uso general bajo, configuré la misma tableta para mi hija y es demasiado lenta para mi uso.","['compré esto para nuestra ahijada y aunque el precio es increíble y la tableta es aceptable para un uso general bajo , configuré la misma tableta para mi hija y es demasiado lenta para mi uso .']",3.0,1
"Compré esto esperando una versión más barata de iPad. No estoy familiarizado con el sistema operativo. en general, no estoy entusiasmado con eso","['compré esto esperando una versión más barata de ipad . no estoy familiarizado con el sistema operativo . en general , no estoy entusiasmado con eso']",3.0,1
"Funciona muy bien. No se ve afectado por la banda WiFi singular en absoluto. La duración de la batería es increíble. Solo asegúrese de que puede obtener las aplicaciones que desea de la tienda de aplicaciones, no se puede acceder a Google Play. Entonces, si está buscando Snapchat, Instagram, NBC, Comcast, Vudu, no los encontrará aquí. Lo devuelvo. Lo cual es una lástima, realmente lo disfruté. Más por tu dinero si pudieras acceder a esas aplicaciones. Pero como dije, fue mi culpa por no verificar primero. Esperaba que se activaran las 'aplicaciones de fuentes desconocidas', pero no fue así.","[""funciona muy bien . no se ve afectado por la banda wifi singular en absoluto . la duración de la batería es increíble . solo asegúrese de que puede obtener las aplicaciones que desea de la tienda de aplicaciones , no se puede acceder a google play . entonces , si está buscando snapchat , instagram , nbc , comcast , vudu , no los encontrará aquí . lo devuelvo . lo cual es una lástima , realmente lo disfruté . más por tu dinero si pudieras acceder a esas aplicaciones . pero como dije , fue mi culpa por no verificar primero . esperaba que se activaran las ' aplicaciones de fuentes desconocidas ' , pero no fue así .""]",3.0,1
"Disfrutarlo no es tan fácil de configurar, pero una vez que lo obtienes, todo está bien","['disfrutarlo no es tan fácil de configurar , pero una vez que lo obtienes , todo está bien']",3.0,1
"Cuando las empresas son amables entre sí... los clientes ganan. Este producto es bastante novedoso si no está completamente comprometido con el ecosistema de Amazon. Lo usaría mucho más si jugaran bien con los servicios de Apple. Sé que es un competidor, pero si los objetivos de ambas empresas son crear un producto increíble para un cliente, deberían jugar bien.","['cuando las empresas son amables entre sí ... los clientes ganan . este producto es bastante novedoso si no está completamente comprometido con el ecosistema de amazon . lo usaría mucho más si jugaran bien con los servicios de apple . sé que es un competidor , pero si los objetivos de ambas empresas son crear un producto increíble para un cliente , deberían jugar bien .']",3.0,1
"Se utiliza principalmente para música y listas de tareas/compras. Las consultas sobre información básica se responden con precisión, pero las preguntas más complejas (""describir el sistema límbico"", etc.) no se responden. El sonido es promedio. Si está buscando respuestas profundas, este dispositivo lo decepcionará. Genial para cosas bastante comunes.","['se utiliza principalmente para música y listas de tareas / compras . las consultas sobre información básica se responden con precisión , pero las preguntas más complejas ( "" describir el sistema límbico "" , etc. ) no se responden . el sonido es promedio . si está buscando respuestas profundas , este dispositivo lo decepcionará . genial para cosas bastante comunes .']",3.0,1
"Es un buen montaje, pero es lento. Desearía haberlos investigado un poco más antes de saltar.","['es un buen montaje , pero es lento . desearía haberlos investigado un poco más antes de saltar .']",3.0,1
"Leí sobre el juego antes de comprarlo, pero hasta ahora el juego es solo medio decente. Demasiado de lo mismo.","['leí sobre el juego antes de comprarlo , pero hasta ahora el juego es solo medio decente . demasiado de lo mismo .']",3.0,1
Se necesita práctica y familiarizarse con él. Es divertido.,['se necesita práctica y familiarizarse con él . es divertido .'],3.0,0
¡Es genial! El precio está bien. Puede cargar muchos libros y la nube es ilimitada para guardar sus libros,['es genial ! el precio está bien . puede cargar muchos libros y la nube es ilimitada para guardar sus libros'],3.0,0
"Tableta decente. Sabía que no sería rápido, pero hace el trabajo y era relativamente barato.","['tableta decente . sabía que no sería rápido , pero hace el trabajo y era relativamente barato .']",3.0,1
Sería bueno si hubiera más interacción con los dispositivos de entretenimiento en el hogar. Comprado solo porque funciona con el mando a distancia Harmony.,['sería bueno si hubiera más interacción con los dispositivos de entretenimiento en el hogar . comprado solo porque funciona con el mando a distancia harmony .'],3.0,0
My Echo no se ha actualizado a la última versión que permite la operación de manos libres. No estoy seguro de cuál es el problema.,['my echo no se ha actualizado a la última versión que permite la operación de manos libres . no estoy seguro de cuál es el problema .'],3.0,0
"Funciona bien. Pero no ofrece acceso a la App Store de Apple o Android. Sin las aplicaciones que necesito, esta tableta no es tan útil.","['funciona bien . pero no ofrece acceso a la app store de apple o android . sin las aplicaciones que necesito , esta tableta no es tan útil .']",3.0,0
"Tienes lo que pagas. Cuesta $ 50 y esa es la calidad que obtienes. En general funciona muy bien, pero lento y falla ocasionalmente. No es la mejor batería.","['tienes lo que pagas . cuesta $ cincuenta y esa es la calidad que obtienes . en general funciona muy bien , pero lento y falla ocasionalmente . no es la mejor batería .']",3.0,1
Gran regalo para un joven adolescente. Buen precio. Fantástico.,['gran regalo para un joven adolescente . buen precio . fantástico .'],3.0,0
"Tuve fire hdx 8 y me encantó, desafortunadamente se dañó y no pude reemplazarlo. Compré el fire HD 8 y cambié la diferencia de pago por el fire HD 10. El 8 no tenía muchas opciones a las que estaba acostumbrado. :(","['tuve fire hdx ocho y me encantó , desafortunadamente se dañó y no pude reemplazarlo . compré el fire hd ocho y cambié la diferencia de pago por el fire hd diez . el ocho no tenía muchas opciones a las que estaba acostumbrado . :(']",3.0,1
"Tengo un iPad, pero pensé en comprar este Black Friday para jugar y un programa para dárselo a mi madre para que lo disfrute.","['tengo un ipad , pero pensé en comprar este black friday para jugar y un programa para dárselo a mi madre para que lo disfrute .']",3.0,1
"Gran estuche, tableta ok, sin tienda de juegos Android. Puerto micro usb débil. No es una tableta directa. Tuve que instalar Android Play Store en él. Y en lo que respecta al puerto de carga, estoy en el tercero, pero las mejores compras son las mejores con su política de devolución...","['gran estuche , tableta ok , sin tienda de juegos android . puerto micro usb débil . no es una tableta directa . tuve que instalar android play store en él . y en lo que respecta al puerto de carga , estoy en el tercero , pero las mejores compras son las mejores con su política de devolución ...']",3.0,0
"El Kindle Paper white es excelente para leer; sin embargo: 1. ¡El producto debe poder APAGARSE! Muy descontento por esto. La publicidad dice que mantendrá la carga durante semanas, pero no es así cuando Kindle Paperwhite no se puede apagar. Solo tiene una carga durante unos días, si lee durante un par de horas cada día. 2. Tengo libros que no pretendo leer con frecuencia y quiero que se queden en la nube. Me resulta casi imposible devolver cualquiera de mis libros a la nube. ¡DEBERÍA SER MÁS FÁCIL! Amazon facilitó el cambio de Kindle cuando compré uno nuevo. Todos los Kindle deben ser fáciles de usar. Lamentablemente, este no es el caso con Paperwhite.","['el kindle paper white es excelente para leer ; sin embargo : uno . el producto debe poder apagarse ! muy descontento por esto . la publicidad dice que mantendrá la carga durante semanas , pero no es así cuando kindle paperwhite no se puede apagar . solo tiene una carga durante unos días , si lee durante un par de horas cada día . dos . tengo libros que no pretendo leer con frecuencia y quiero que se queden en la nube . me resulta casi imposible devolver cualquiera de mis libros a la nube . debería ser más fácil ! amazon facilitó el cambio de kindle cuando compré uno nuevo . todos los kindle deben ser fáciles de usar . lamentablemente , este no es el caso con paperwhite .']",3.0,1
"Me encanta este dispositivo para mis hijos que son demasiado pequeños para confiar en una tableta de $500 como un iPad. Funciona de manera eficiente, a mis hijos les encanta y a mí me encantan las funciones de control parental. Si algo le sucede, Amazon lo maneja rápidamente y si se rompe o se pierde, es barato reemplazarlo. Dicho esto, obviamente no se compara con las tabletas de Samsung o Apple. No soy realmente un fan del sistema operativo.","['me encanta este dispositivo para mis hijos que son demasiado pequeños para confiar en una tableta de $ quinientos como un ipad . funciona de manera eficiente , a mis hijos les encanta y a mí me encantan las funciones de control parental . si algo le sucede , amazon lo maneja rápidamente y si se rompe o se pierde , es barato reemplazarlo . dicho esto , obviamente no se compara con las tabletas de samsung o apple . no soy realmente un fan del sistema operativo .']",3.0,1
"Terminé devolviendo esta tableta. Por el precio de $40, la tableta funcionó muy bien. Sin embargo, si tiene el dinero, hágase un favor y salga de la alineación de Amazon. Los iPads son geniales, en mi opinión los mejores, pero cuestan $$$$. Por lo que he experimentado, la línea Samsung Tab A es una tableta sólida por un presupuesto de $$. A menudo puede encontrar uno a la venta por ~ $ 150 y es una buena inversión. Si el dinero es su ÚNICA preocupación, entonces esto probablemente funcionará lo suficientemente bien para usted.","['terminé devolviendo esta tableta . por el precio de $ cuarenta , la tableta funcionó muy bien . sin embargo , si tiene el dinero , hágase un favor y salga de la alineación de amazon . los ipads son geniales , en mi opinión los mejores , pero cuestan $ $ $ $ . por lo que he experimentado , la línea samsung tab a es una tableta sólida por un presupuesto de $ $ . a menudo puede encontrar uno a la venta por ~ $ ciento cincuenta y es una buena inversión . si el dinero es su única preocupación , entonces esto probablemente funcionará lo suficientemente bien para usted .']",3.0,1
"Mis hijos se pierden un poco cuando usan este producto. Tiene todo, pero no es tan fácil de usar como esperaba.","['mis hijos se pierden un poco cuando usan este producto . tiene todo , pero no es tan fácil de usar como esperaba .']",3.0,1
"El producto tiene un precio de $90 y la garantía de 90 es demasiado corta. Mi tableta murió en un mes. Lo llevé a Best Buy donde dijeron que no manejan la garantía, fui al sitio web de Amazon donde dijeron que vaya a la tienda donde compré el dispositivo. Después de mucho buscar en el sitio web de Amazon, descubrí quién me ayudaría. Le di una estrella y Amazon me ayudó rápidamente. Pudimos ponerlo en marcha nuevamente, un manual ayudaría. El dispositivo vuelve a funcionar. Encontré que la tableta es muy funcional, veo Netflix, escucho Spotify, veo videos de YouTube, ¡funciona muy bien!","['el producto tiene un precio de $ noventa y la garantía de noventa es demasiado corta . mi tableta murió en un mes . lo llevé a best buy donde dijeron que no manejan la garantía , fui al sitio web de amazon donde dijeron que vaya a la tienda donde compré el dispositivo . después de mucho buscar en el sitio web de amazon , descubrí quién me ayudaría . le di una estrella y amazon me ayudó rápidamente . pudimos ponerlo en marcha nuevamente , un manual ayudaría . el dispositivo vuelve a funcionar . encontré que la tableta es muy funcional , veo netflix , escucho spotify , veo videos de youtube , funciona muy bien !']",3.0,1
"Personalmente, diría que compre el fuego más nuevo de 6 pulgadas. Pero obtienes más por tu dinero al comprar el más viejo.","['personalmente , diría que compre el fuego más nuevo de seis pulgadas . pero obtienes más por tu dinero al comprar el más viejo .']",3.0,1
A mi nieto de 3 años le encanta. solo sera para el,['a mi nieto de tres años le encanta . solo sera para el'],3.0,1
Hizo un lindo regalo para el Día de la Madre ......................,['hizo un lindo regalo para el día de la madre ......................'],3.0,1
"Tenía esto, tenía el punto, tenía dos hogares de Google. Prefiero Google en casa. Puedes ver las diferencias en YouTube. Alexa está bien, pero nada extraordinario. Lo uso para encender las luces, y eso es todo.","['tenía esto , tenía el punto , tenía dos hogares de google . prefiero google en casa . puedes ver las diferencias en youtube . alexa está bien , pero nada extraordinario . lo uso para encender las luces , y eso es todo .']",3.0,1
"Esta es una buena tableta por el precio. Puede hacer muchas cosas como una tableta más cara, pero me parece lento. Lo compré principalmente como lector, así que no me preocupo por las otras aplicaciones, etc. Es útil para llevar en el bolso para leer sobre la marcha. Lo conecté a wifi público y parece funcionar bien, no hice mucho ya que no sé si hay seguridad allí.","['esta es una buena tableta por el precio . puede hacer muchas cosas como una tableta más cara , pero me parece lento . lo compré principalmente como lector , así que no me preocupo por las otras aplicaciones , etc. es útil para llevar en el bolso para leer sobre la marcha . lo conecté a wifi público y parece funcionar bien , no hice mucho ya que no sé si hay seguridad allí .']",3.0,1
Este artículo fue un regalo. Escuché que era un gran producto por el valor. Al destinatario le encantó.,['este artículo fue un regalo . escuché que era un gran producto por el valor . al destinatario le encantó .'],3.0,1
Esto fue fácil de configurar y fácil de entregar a mi hijo de 4 años. Le encantan los diferentes juegos y aplicaciones que están disponibles para ella.,['esto fue fácil de configurar y fácil de entregar a mi hijo de cuatro años . le encantan los diferentes juegos y aplicaciones que están disponibles para ella .'],3.0,0
Me gusta la tableta. Buen precio. Pero el cable de carga es demasiado corto y no hay una luz indicadora que le informe cuando la tableta se está cargando.,['me gusta la tableta . buen precio . pero el cable de carga es demasiado corto y no hay una luz indicadora que le informe cuando la tableta se está cargando .'],3.0,1
"La calidad del sonido es bastante buena si quieres que reproduzca música de fondo, pero sigo prefiriendo Sonos para este propósito. Alexa es útil para controlar la más amplia gama de productos para el hogar inteligente, pero no está respaldada por la inteligencia de búsqueda superior de Google Home, por lo que no es tan buena para hacer preguntas detalladas. Hay comparativas de estos productos por ahí, así que echa un vistazo antes de tomar una decisión. Como lo quería principalmente para el control del hogar, se adapta a mis necesidades.","['la calidad del sonido es bastante buena si quieres que reproduzca música de fondo , pero sigo prefiriendo sonos para este propósito . alexa es útil para controlar la más amplia gama de productos para el hogar inteligente , pero no está respaldada por la inteligencia de búsqueda superior de google home , por lo que no es tan buena para hacer preguntas detalladas . hay comparativas de estos productos por ahí , así que echa un vistazo antes de tomar una decisión . como lo quería principalmente para el control del hogar , se adapta a mis necesidades .']",3.0,1
"Esperaba encontrar algo universal como tableta, pero obtienes lo que pagas.","['esperaba encontrar algo universal como tableta , pero obtienes lo que pagas .']",3.0,1
"Tuve que pasar mucho tiempo descubriendo cómo permitir que se instalaran aplicaciones de la tienda Google Play. Sin esa capacidad, esta tableta no es muy buena. Amazon simplemente no tiene suficientes aplicaciones disponibles. Investigué bastante en Internet para encontrar el proceso de instalación de Google Play Store. También noté que este no es un dispositivo ""rápido"" y ""rápido"", pero no esperaría que costara $50. Para la situación correcta, esta es una gran compra.","['tuve que pasar mucho tiempo descubriendo cómo permitir que se instalaran aplicaciones de la tienda google play . sin esa capacidad , esta tableta no es muy buena . amazon simplemente no tiene suficientes aplicaciones disponibles . investigué bastante en internet para encontrar el proceso de instalación de google play store . también noté que este no es un dispositivo "" rápido "" y "" rápido "" , pero no esperaría que costara $ cincuenta . para la situación correcta , esta es una gran compra .']",3.0,1
Lo conseguí porque quería poder usarlo para descargar libros para clases universitarias. Es lento y parece congelarse un poco cuando trato de usarlo. Tengo una tarjeta de memoria de 64 g y tengo la mayoría de mis cosas guardadas en ella. No creo que eso haga que funcione lento.,['lo conseguí porque quería poder usarlo para descargar libros para clases universitarias . es lento y parece congelarse un poco cuando trato de usarlo . tengo una tarjeta de memoria de sesenta y cuatro g y tengo la mayoría de mis cosas guardadas en ella . no creo que eso haga que funcione lento .'],3.0,1
Excelente producto nysecond uno pero nuevamente amará leer,['excelente producto nysecond uno pero nuevamente amará leer'],3.0,0
Me gustó más mi Kindle fire. Kindle Fire era más fácil de sostener y de usar.,['me gustó más mi kindle fire . kindle fire era más fácil de sostener y de usar .'],3.0,1
Siento que reproduce la misma lista de reproducción cada vez.,['siento que reproduce la misma lista de reproducción cada vez .'],3.0,0
vale la pena gastar los 50 dólares extra y obtener la caja con control del juego,['vale la pena gastar los cincuenta dólares extra y obtener la caja con control del juego'],3.0,1
El cargador no cabe en la tableta que llamé a Amazon,['el cargador no cabe en la tableta que llamé a amazon'],3.0,0
"Me encanta leer libros aquí. Los juegos también son agradables para los niños con la aplicación de tiempo libre para niños. Lo único que no me gusta es que el sonido no es muy alto. Si el sonido fuera más fuerte, obtendría una calificación de 5 estrellas.","['me encanta leer libros aquí . los juegos también son agradables para los niños con la aplicación de tiempo libre para niños . lo único que no me gusta es que el sonido no es muy alto . si el sonido fuera más fuerte , obtendría una calificación de cinco estrellas .']",3.0,1
no funciona Después de tres semanas No puedo abrirlo. muy triste,['no funciona después de tres semanas no puedo abrirlo . muy triste'],3.0,1
¡Esta tableta es grrrrrrreeeeeeeaaaaaaaattttttt para los niños!,['esta tableta es grrrrrrreeeeeeeaaaaaaaattttttt para los niños !'],3.0,0
"Compré 2 y estoy devolviendo los dos. Ambos tenían problemas de iluminación. En el primero, la mitad de la pantalla tenía un tinte blanco/azul y la otra mitad era más un tinte amarillo. Cuando volteé el dispositivo boca abajo para rotarlo y usarlo con la otra mano, la mitad de la pantalla se oscureció mucho más que la otra. Lo devolví porque había leído que había algunos que tenían problemas de iluminación y compré otro. Mi segundo fue peor. Podías ver pequeñas medias lunas bajando por un lado. Ese también tenía un tinte mucho más amarillo en general que el primero. No me resultó fácil sostenerlo a menos que estuviera en el estuche de carga. Era demasiado resbaladizo y, por extraño que parezca, pequeño para mí. Soy una mujer con manos de tamaño promedio. Creo que lo que realmente me encantó fue el estuche de carga y el tamaño para el transporte. Tal vez cuando hagan algunos ajustes y bajen el precio, podría intentarlo de nuevo.","['compré dos y estoy devolviendo los dos . ambos tenían problemas de iluminación . en el primero , la mitad de la pantalla tenía un tinte blanco / azul y la otra mitad era más un tinte amarillo . cuando volteé el dispositivo boca abajo para rotarlo y usarlo con la otra mano , la mitad de la pantalla se oscureció mucho más que la otra . lo devolví porque había leído que había algunos que tenían problemas de iluminación y compré otro . mi segundo fue peor . podías ver pequeñas medias lunas bajando por un lado . ese también tenía un tinte mucho más amarillo en general que el primero . no me resultó fácil sostenerlo a menos que estuviera en el estuche de carga . era demasiado resbaladizo y , por extraño que parezca , pequeño para mí . soy una mujer con manos de tamaño promedio . creo que lo que realmente me encantó fue el estuche de carga y el tamaño para el transporte . tal vez cuando hagan algunos ajustes y bajen el precio , podría intentarlo de nuevo .']",3.0,1
El dot hace todo lo que hace y la mayoría de las personas ya tienen parlantes bluetooth para conectarlo.,['el dot hace todo lo que hace y la mayoría de las personas ya tienen parlantes bluetooth para conectarlo .'],3.0,0
"Este producto, si bien el altavoz es excelente, no ofrece una interfaz de voz. Usa tu celular o computadora y compra un Echo Dot.","['este producto , si bien el altavoz es excelente , no ofrece una interfaz de voz . usa tu celular o computadora y compra un echo dot .']",3.0,0
"Mucho más difícil de trabajar que un androide. Ninguna de las aplicaciones de fondo de pantalla que descargué de la tienda kindle funciona en el dispositivo. muchas de las otras aplicaciones se ven baratas en la pantalla. de lo contrario, es más bonita y responde mejor que la tableta más barata de $49. Hacen que parezca una tableta de Android, pero no lo es. sin google play Todo es más difícil de trabajar que en un Android normal, PERO para una tableta de menos de $ 100 supera las expectativas. Es más sensible que otros modelos de fuego.","['mucho más difícil de trabajar que un androide . ninguna de las aplicaciones de fondo de pantalla que descargué de la tienda kindle funciona en el dispositivo . muchas de las otras aplicaciones se ven baratas en la pantalla . de lo contrario , es más bonita y responde mejor que la tableta más barata de $ cuarenta y nueve . hacen que parezca una tableta de android , pero no lo es . sin google play todo es más difícil de trabajar que en un android normal , pero para una tableta de menos de $ cien supera las expectativas . es más sensible que otros modelos de fuego .']",3.0,0
"Definitivamente no tan suave como se esperaba, luego de nuevo por el precio. Pero el navegador de Internet era realmente malo y no puedes agregar Chrome de fábrica","['definitivamente no tan suave como se esperaba , luego de nuevo por el precio . pero el navegador de internet era realmente malo y no puedes agregar chrome de fábrica']",3.0,0
